ligand_number,enumeration,conformer_number,name,score,smiles,lowest_conformer
220,0,0,220:0:0,-5.75523,[H]c1c([H])c([H])c(C([H])([H])N2C(=S)N([H])C([H])([H])N(C([H])(c3c([H])c([H])c4c(c3[H])OC([H])([H])C([H])([H])O4)C([H])([H])[H])C2([H])[H])c([H])c1[H],True
225,0,0,225:0:0,-6.89656,[H]c1sc([N-]C(=O)c2c(F)c(F)c(F)c(F)c2F)nc1-c1sc([H])c([H])c1[H],True
226,0,0,226:0:0,-7.75626,[H]c1c([H])c([H])c2c(sc(C([H])([H])C(=O)c3sc(=S)n(C([H])([H])C([H])([H])[H])c3[O-])[n+]2C([H])([H])C([H])([H])[H])c1[H],True
227,0,0,227:0:0,-8.08408,[H]c1oc(C(=O)N2C([H])([H])C([H])([H])N(C(=S)N([H])c3c([H])c(Cl)c([H])c([H])c3OC([H])([H])[H])C([H])([H])C2([H])[H])c([H])c1[H],True
228,0,0,228:0:0,-7.55323,[H]c1c(F)c([H])c2sc(N([H])c3nc4c(SC([H])([H])[H])c([H])c([H])c([H])c4s3)nc2c1F,True
231,0,0,231:0:0,-6.78976,[H]c1nc(N([H])C(=O)c2nn(-c3c([H])c([H])c(F)c([H])c3[H])c3c2C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([H])c([H])c1Cl,True
232,0,0,232:0:0,-6.38134,[H]c1c([H])c([H])c(-c2nc(SC([H])([H])c3c(Cl)c([H])c([H])c([H])c3Cl)n([H])n2)c(Cl)c1[H],True
233,0,0,233:0:0,-8.92652,[H]Oc1c([H])c([H])c(N=C2SC(=C([H])c3c([H])c([H])c([H])c(Cl)c3[H])C(=O)N2C([H])([H])C([H])=C([H])[H])c([H])c1[H],True
234,0,0,234:0:0,-6.61932,[H]c1c(C([H])([H])[H])sc(C2([H])C(C(=O)OC3([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])=C(C([H])([H])[H])N=C3C([H])([H])C([H])([H])C([H])([H])C(=O)C32[H])c1[H],True
235,0,0,235:0:0,-9.16905,[H]c1c([H])c(-c2nc3c([H])c([H])c([H])c([H])c3s2)c([H])c(N([H])C(=O)c2oc3c([H])c([H])c([H])c([H])c3c2[H])c1[H],True
236,0,0,236:0:0,-7.52081,[H]c1c(Cl)sc(C([H])([H])Sc2nnc3c([H])c(C([H])([H])[H])c4c([H])c([H])c(OC([H])([H])[H])c([H])c4n23)c1[H],True
237,0,0,237:0:0,-7.30269,[H]c1c(Cl)c(Cl)c([H])c(S(=O)(=O)N([H])c2c([H])c([H])c([H])c3c([H])c([H])c([H])c([H])c23)c1C([H])([H])[H],True
238,0,0,238:0:0,-7.19978,[H]c1nc(Sc2nc(C([H])([H])[H])nc3sc4c(c23)C([H])([H])C([H])([H])C4([H])[H])nc(C(F)(F)F)c1[H],True
239,0,0,239:0:0,-8.7555,[H]c1c([H])c([H])c2c(c1[H])C([H])([H])N(C([H])(c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])c1nnnn1C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C([H])([H])C2([H])[H],True
240,0,0,240:0:0,-8.61854,[H]c1c([H])c([H])c2c(c1[H])OC([H])([H])C([H])(C([H])([H])N(C(=O)c1sc3c(c1[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C3([H])[H])C([H])([H])[H])O2,True
241,0,0,241:0:0,-7.63508,[H]C(=C(Cl)Cl)C1([H])C([H])(C(=O)n2c(SC([H])([H])[H])nc3c([H])c([H])c([H])c([H])c32)C1(C([H])([H])[H])C([H])([H])[H],True
242,0,0,242:0:0,-6.9117,[H]c1nc2c(Cl)c(C([H])([H])[H])nn2c(C([H])(Oc2c([H])c([H])c(Cl)c([H])c2Cl)C([H])([H])[H])c1[H],True
243,0,0,243:0:0,-6.90953,[H]C([H])=C([H])C([H])([H])[n+]1c(N([H])c2c([H])c([H])c3c(c2[H])OC([H])([H])C([H])([H])O3)sc([H])c1-c1sc([H])c([H])c1[H],True
245,0,0,245:0:0,-7.61638,[H]c1sc(-c2c([H])sc([H])c2[H])nc1C([H])([H])n1c([H])nc2sc(C([H])([H])[H])c(C([H])([H])[H])c2c1=O,True
246,0,0,246:0:0,-10.7667,[H]c1sc(-c2nc(Oc3c([H])c([H])c([H])c([H])[n+]3[O-])c3c(C([H])([H])[H])c(C([H])([H])[H])sc3n2)c([H])c1[H],True
248,0,0,248:0:0,-7.38141,[H]c1nc(SC([H])([H])c2nc3sc([H])c([H])n3c2[H])c2c3c(sc2n1)C([H])([H])C([H])([H])C([H])([H])C3([H])[H],True
249,0,0,249:0:0,-7.61038,[H]c1c(Br)sc(C([H])([H])N(C([H])([H])[H])C([H])([H])c2nc(C([H])([H])[H])c3c([H])c([H])c([H])c([H])c3n2)c1[H],True
250,0,0,250:0:0,-6.86892,[H]c1nc(Sc2nnc(-c3c([H])c([H])c([H])c([H])c3Cl)n2C([H])([H])[H])c2sc([H])c([H])c2n1,True
251,0,0,251:0:0,-6.52201,[H]c1c([H])c(-c2noc(C3([H])N(C(=O)C4([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])n2)c([H])c([H])c1F,True
253,0,0,253:0:0,-7.45275,[H]C1=Nc2c(nc([H])nc2N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])Oc2c([H])c([H])c(Br)c([H])c21,True
255,0,0,255:0:0,-7.72423,[H]c1c([H])c(Cl)c(SC([H])([H])c2nn3c(=O)c([H])c(C([H])([H])[H])nc3s2)c([H])c1Cl,True
257,0,0,257:0:0,-7.34366,[H]c1nn(-c2c([H])c(Cl)c([H])c(Cl)c2[H])c([H])c1-c1nnnn1-c1c([H])c([H])c([H])c([H])c1[H],True
258,0,0,258:0:0,-8.5236,[H]C(=C1N=C(c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])OC1=O)c1c([H])c([H])c([H])c([H])c1Br,True
259,0,0,259:0:0,-7.85523,[H]c1c([H])c(C2([H])C([H])([H])C2([H])C(=O)N=c2c([H])c([H])c([H])c([H])n2C([H])([H])c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c([H])c([H])c1F,True
260,0,0,260:0:0,-7.1421,[H]c1c([H])c(C([H])([H])N2C([H])([H])Oc3c([H])c([H])c4c(C([H])([H])[H])c(C([H])([H])C([H])([H])[H])c(=O)oc4c3C2([H])[H])c([H])c([H])c1F,True
263,0,0,263:0:0,-8.41532,[H]C(C(=O)c1c([H])c([H])c(Cl)c([H])c1Cl)=C([H])c1c(Cl)nc2sc([H])c([H])n12,True
264,0,0,264:0:0,-6.35747,[H]c1sc(C2([H])c3c(sc([H])c3[H])C([H])([H])C([H])([H])N2S(=O)(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],True
265,0,0,265:0:0,-7.31108,[H]C(=C1SC(=O)N(C([H])([H])c2c([H])c([H])c([H])c([H])c2C#N)C1=O)c1sc(Cl)c([H])c1[H],True
266,0,0,266:0:0,-8.68059,[H]c1c([H])c([H])c2c(c1[H])Oc1c([H])c([H])c([H])c([H])c1C2([H])C(=O)Oc1c([H])c([H])c([H])c2c1C([H])([H])C([H])([H])C2=O,True
267,0,0,267:0:0,-6.86555,[H]c1c([H])c([H])c(C2([H])N(S(=O)(=O)c3c([H])c(Cl)c([H])c([H])c3Cl)C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],True
268,0,0,268:0:0,-7.50604,[H]c1c([H])c([H])c2c(c1[H])c1c([H])c(C(=O)[N-]c3nnc(C([H])(C([H])([H])[H])C([H])([H])[H])s3)sc1n2C([H])([H])[H],True
271,0,0,271:0:0,-7.9686,[H]c1c([H])c([H])c2c(nnn2C2([H])N3C([H])([H])C([H])([H])n4c([H])c([H])c([H])c4C3([H])C([H])([H])C([H])([H])C2([H])[H])c1[H],True
272,1,0,272:1:0,-8.1394,[H]C(=C(C#N)c1nnc2n1C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c1sc([H])c([H])c1C([H])([H])[H],True
273,1,0,273:1:0,-7.98608,[H]c1c([H])c([H])c([N+]([H])=c2nc(N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])ss2)c([H])c1[H],True
274,0,0,274:0:0,-8.1135,[H]C([H])([H])n1c(SC([H])(C#N)C([H])([H])[H])nc2sc3c(c2c1=O)C([H])([H])C([H])([H])C3([H])[H],True
275,0,0,275:0:0,-7.06726,[H]C([H])([H])c1nc(SC([H])([H])C2([H])C([H])([H])C2(Cl)Cl)c(C#N)c(C([H])([H])[H])n1,True
276,0,0,276:0:0,-7.47574,[H]c1c(Sc2nnc(SC([H])([H])[H])s2)nc(Cl)nc1C([H])([H])[H],True
277,1,0,277:1:0,-8.90497,[H]C([H])=C([H])C([H])([H])N1C(=O)SC(=C([H])c2sc(Cl)c([H])c2[H])C1=O,True
278,0,0,278:0:0,-5.45712,[H]C(=C(C(=O)N1C([H])(C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])OC1(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],True
279,0,0,279:0:0,-7.98892,[H]c1c([H])c([H])c2c([H])c3c([H])c(-c4nnc(C5([H])C([H])([H])C5([H])[H])o4)sc3nc2c1[H],True
280,0,0,280:0:0,-7.58844,[H]c1sc2c(c1[H])C([H])([H])C([H])([H])N1C([H])([H])c3c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c([H])c3C([H])([H])C21[H],True
282,0,0,282:0:0,-5.91676,[H]c1c([H])c(OC([H])(C(=O)N2C([H])([H])C([H])([H])n3c([H])c([H])c([H])c3C2([H])C([H])([H])[H])C([H])([H])[H])c([H])c(C([H])([H])[H])c1[H],True
283,0,0,283:0:0,-7.64059,[H]c1nc2c(c([H])nn2C([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1Br,True
284,0,0,284:0:0,-5.34659,[H]C([H])([H])C1(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])C3([H])C([H])([H])C([H])(C([H])([H])C([H])([H])C#N)C([H])([H])C([H])([H])C3([H])C21C#N,True
285,1,0,285:1:0,-8.47641,[H]C(=C([H])c1nc2c([H])c([H])c([H])c([H])c2n1C([H])([H])[H])c1oc(C(=O)C([H])([H])C([H])([H])[H])c([H])c1[H],True
286,0,0,286:0:0,-8.25902,[H]c1oc(-c2nc3c(Cl)c(C([H])([H])[H])nn3c(C(F)(F)F)c2[H])c([H])c1[H],True
287,1,0,287:1:0,-9.0528,[H]C(C1=NC(=C([H])c2c([H])nc([H])c([H])c2[H])C(=O)O1)=C([H])c1c([H])c([H])c([H])c([H])c1[H],True
288,0,0,288:0:0,-10.2941,[H]c1c(F)c([H])c2sc3c(=O)c(C#N)c4c([H])c([H])c([H])c([H])n4c3c2c1[H],True
289,0,0,289:0:0,-8.00236,[H]c1c(F)c(F)c([H])c(C(=O)[N-]c2nnc(C([H])([H])C([H])([H])[H])s2)c1Cl,True
290,0,0,290:0:0,-7.48755,[H]c1nc(Sc2nc([H])n([H])n2)c2c([H])c(C([H])([H])C([H])([H])[H])sc2n1,True
291,0,0,291:0:0,-8.04064,[H]C([H])([H])Sc1nc(SC([H])([H])[H])c2c3c(oc2n1)C([H])([H])OC(C([H])([H])[H])(C([H])([H])[H])C3([H])[H],True
292,0,0,292:0:0,-7.59399,[H]c1c(Cl)c([H])c2c([H])c(C(=O)OC([H])([H])C([H])([H])[H])c(=O)oc2c1Cl,True
293,0,0,293:0:0,-8.02724,[H]c1c([H])c(-c2nnc(Cl)c3c([H])c([H])c([H])c([H])c23)c(OC([H])([H])[H])c([H])c1OC([H])([H])[H],True
294,0,0,294:0:0,-7.1657,[H]c1c([H])c([H])c(C2([H])OC([H])([H])C([H])([H])N(C([H])([H])c3c([H])c(C#N)c([H])c([H])c3F)C2([H])[H])c([H])c1[H],True
295,0,0,295:0:0,-9.77958,[H]c1c([H])c([H])c(-c2c3c([H])c([H])c([H])c([H])c3n3c([H])nc(C(=O)OC([H])([H])[H])c([H])c23)c([H])c1[H],True
296,0,0,296:0:0,-7.98401,[H]c1c([H])c([H])c2c(OC(=O)N([H])C(=O)C(F)(F)F)c([H])c([H])c([H])c2c1[H],True
297,0,0,297:0:0,-8.07336,[H]c1c([H])c(Cl)c(-c2nnc3c([H])c([H])c([H])c(Cl)n23)c(Cl)c1[H],True
298,0,0,298:0:0,-8.07336,[H]C(=O)c1c(N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])nc2c([H])c(C([H])([H])[H])c([H])c(C([H])([H])[H])c2c1[H],True
299,0,0,299:0:0,-7.03756,[H]c1c(N([H])C(=O)c2noc3c2C([H])([H])C([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C3([H])[H])nn(C([H])([H])[H])c1[H],True
300,0,0,300:0:0,-8.36532,[H]c1nc(N([H])[H])c2c3c(sc2n1)C([H])([H])N(C(=O)c1c([H])sc2c1C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])C3([H])[H],True
301,0,0,301:0:0,-7.28926,[H]c1nc([H])c([H])c(-c2nnc(N([H])C(=O)N([H])c3c([H])c([H])c(Cl)c(Cl)c3[H])s2)c1[H],True
302,0,0,302:0:0,-8.66134,[H]c1c([H])c([H])c2c(N([H])C(=O)C([H])([H])Sc3nc4c(c(=O)n3[H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])c([H])c([H])c([H])c2c1[H],True
303,0,0,303:0:0,-7.89184,[H]c1c([H])c([H])c2c(c1[H])c1nnc(SC([H])(C(=O)N([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])C([H])([H])[H])C([H])([H])[H])nc1n2[H],True
304,0,0,304:0:0,-6.61393,[H]c1c(C(=O)N=c2n([H])c3c([H])c([H])c([H])c([H])c3n2[H])sc(C2([H])N(C(=O)C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C2([H])[H])c1[H],True
307,0,0,307:0:0,-6.78375,[H]c1c(N([H])C(=O)c2c(C([H])([H])[H])c3c(n2[H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C3=O)c([H])c2sc(C([H])([H])[H])nc2c1[H],True
308,0,0,308:0:0,-6.98576,[H]c1c([H])c([H])c(N([H])C(=O)N([H])c2c([H])c([H])c(N3C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c3nonc23)c(Cl)c1[H],True
310,0,0,310:0:0,-7.02244,[H]c1oc(-c2nnc(SC([H])([H])c3nc(N([H])[H])c4c(C([H])([H])[H])c(C([H])([H])[H])sc4n3)n2C([H])([H])[H])c([H])c1[H],True
311,0,0,311:0:0,-7.87145,[H]c1c([H])c(C([H])([H])[H])c([H])c(C(=O)OC([H])([H])C(=O)N2C([H])([H])c3c(n([H])c4c([H])c([H])c([H])c([H])c34)C([H])([H])C2([H])[H])c1[O-],True
313,0,0,313:0:0,-7.57275,[H]c1nc2sc3c(c2c2nc(C([H])([H])[N+]([H])([H])C4([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])nn12)C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])OC3([H])[H],True
314,0,0,314:0:0,-6.56975,[H]c1c(C([H])(F)F)nc2sc3c(c2c1C([H])([H])[H])N([H])C([H])(c1nn(C([H])([H])C([H])([H])[H])c([H])c1[H])N([H])C3=O,True
315,0,0,315:0:0,-7.36939,[H]c1c(F)c(F)c([H])c(C(=O)N([H])c2c([H])c([H])c3c(c(C(=O)OC([H])([H])[H])nn3[H])c2[H])c1Cl,True
316,0,0,316:0:0,-5.35251,[H]c1nc2c([H])c([H])c([H])c(N([H])C(=O)c3oc4[n-]c(=O)c([H])c(C(F)(F)F)c4c3[H])c2c([H])c1[H],True
317,0,0,317:0:0,-9.17878,[H]c1sc(C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])nc1C(=O)N([H])c1c([H])c([H])c2c(c1[H])C([H])([H])C([H])([H])C(=O)N2[H],True
318,0,0,318:0:0,-6.55793,[H]Oc1c([H])c([H])c(C2([H])C3=C(N([H])c4c([H])c([H])c5c([H])c([H])c([H])c([H])c5c42)C([H])([H])OC3=O)c([H])c1OC([H])([H])C([H])([H])[H],True
319,0,0,319:0:0,-7.67646,[H]c1c(Cl)c([H])c2nc(SC([H])([H])C(=O)N([H])C(=O)N([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])sc2c1[H],True
320,0,0,320:0:0,-8.55105,[H]Oc1c([H])c(OC([H])([H])[H])c(C([H])([H])C([H])([H])[H])c([H])c1-c1c(-c2c([H])c([H])c3c(c2[H])OC([H])([H])C([H])([H])O3)c(C([H])([H])[H])nn1[H],True
321,0,0,321:0:0,-6.3152,[H]c1c([H])c([H])c(N([H])C(=O)N([H])C(=O)C([H])([H])n2c(C(F)(F)F)nc3c([H])c([H])c([H])c([H])c32)c([H])c1[H],True
322,0,0,322:0:0,-6.68169,[H]c1nc(-c2nc(N([H])C(=O)c3c([H])c(-c4nc(C([H])([H])[H])sc4[H])c([H])n3[H])sc2[H])c([H])c([H])c1[H],True
323,0,0,323:0:0,-6.07785,[H]c1nc([H])n(-c2nc([H])c(N([H])C(=O)c3c([H])c([H])c([H])c4c5c(n([H])c34)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C5([H])[H])c([H])c2[H])n1,True
324,0,0,324:0:0,-7.18488,[H]c1sc(C(=O)N2C([H])([H])C([H])([H])C([H])([H])C([H])(C(=O)N([H])N([H])c3c([H])c([H])c([H])c(Cl)c3[H])C2([H])[H])c([H])c1[H],True
325,0,0,325:0:0,-7.30057,[H]c1oc2c([H])c(C([H])([H])C([H])([H])[H])c([H])c([H])c2c1C([H])([H])C(=O)N([H])c1c([H])c([H])c2c(c1[H])N([H])C(=O)C([H])(C([H])([H])[H])O2,True
326,0,0,326:0:0,-7.65875,[H]c1sc(C2([H])N=C3N([H])C([H])([H])N(C([H])([H])C([H])([H])OC([H])([H])[H])C([H])([H])N3c3nc4c([H])c([H])c([H])c([H])c4n32)c([H])c1[H],True
327,0,0,327:0:0,-8.29597,[H]N([H])C(=O)C([H])([H])Sc1nc2sc3c(c2c(=O)n1C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C([H])([H])C([H])([H])C3([H])[H],True
328,0,0,328:0:0,-5.08898,[H]c1c([H])c(C([H])([H])[H])c(C([H])([H])[H])c([H])c1N([H])C(=O)C([H])([H])C([H])([H])n1c([H])nc2c3c([H])c(C([H])([H])[H])c([H])c([H])c3n([H])c2c1=O,True
329,0,0,329:0:0,-7.04507,[H]c1c([H])c([H])c2c(c1[H])C([H])([H])C([H])([H])C([H])([H])C2([H])N([H])C(=O)c1c([H])c(C2([H])C([H])([H])C2([H])[H])nc2c1c(=O)[n-]n2C([H])([H])[H],True
330,0,0,330:0:0,-8.06408,[H]c1c([H])c2c(c([H])c1F)C(=N[N-]c1nc3c([H])c([H])c([H])c([H])c3s1)C(=O)N2[H],True
331,0,0,331:0:0,-6.50152,[H]C(C(=O)c1c([H])c(Cl)c([H])c([H])c1[O-])=C([H])c1nn(-c2c([H])c([H])c([H])c([H])c2[H])nc1[H],True
332,0,0,332:0:0,-8.49429,[H]c1c([H])c([H])c2c(nc(OS(=O)(=O)c3c([H])c([H])c4c([H])c([H])c([H])c([H])c4c3[H])n2[H])c1[H],True
334,0,0,334:0:0,-5.49807,[H]Oc1c([H])c([H])c2c([H])c(-c3nc(-c4c([H])c([H])c(C([H])([H])[H])c([H])c4[H])no3)c(=O)oc2c1[H],True
335,0,0,335:0:0,-7.84458,[H]Oc1c([H])c([H])c(C(=O)C([H])([H])Sc2nc([H])nc3sc(C([H])([H])[H])c(C([H])([H])[H])c23)c([H])c1[H],True
336,0,0,336:0:0,-5.93494,[H]c1c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1C(=O)N([H])c1n[n-]c(C(F)(F)F)n1,True
337,0,0,337:0:0,-8.67642,[H]c1c([H])c(-c2nc3nc(SC([H])([H])C([H])([H])[H])nn3c([O-])c2[H])c([H])c([H])c1Cl,True
338,0,0,338:0:0,-8.76845,[H]c1sc2nc(C([H])([H])Sc3nc(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])n([H])n3)c([H])c(=O)n2c1C([H])([H])[H],True
339,0,0,339:0:0,-9.14425,[H]c1nc(N2C([H])([H])N(c3nc([H])c([H])c([H])c3[H])C([H])([H])N(c3c([H])c([H])c([H])c([H])[n+]3[H])C2([H])[H])c([H])c([H])c1[H],True
340,0,0,340:0:0,-7.8194,[H]c1c([H])c([H])c(-n2nnc(C(=O)[N-]c3nc4c([H])c([H])c(C([H])([H])[H])c([H])c4s3)c2[H])c([H])c1[H],True
341,0,0,341:0:0,-8.92092,[H]c1sc2nc(Sc3c([H])c([H])c(F)c([H])c3F)c([N+](=O)[O-])n2c1[H],True
342,0,0,342:0:0,-8.23153,[H]c1c([H])c([H])c(C([H])([H])n2c([S-])nnc2-c2c([H])c([H])c([H])c(S([H])(=O)=O)c2[H])c([H])c1[H],True
343,0,0,343:0:0,-7.69837,[H]c1c(Cl)c([H])c2nc(Sc3nn4nnnc4c([H])c3[H])sc2c1[H],True
344,0,0,344:0:0,-7.96249,[H]C(=NN1C(=O)N([H])C2(C1=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H],True
345,0,0,345:0:0,-7.55085,[H]c1c([H])c([H])c(-c2nc3c4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c([H])c4nc([S-])n3n2)c([H])c1[H],True
346,0,0,346:0:0,-7.46142,[H]c1c(OC([H])([H])[H])c([H])c2sc3nc([O-])c(C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])c(=O)n3c2c1[H],True
347,0,0,347:0:0,-8.09536,[H]c1c([H])c([H])c(-n2nnn(C([H])([H])c3nc4c([H])c([H])c([H])c([H])c4s3)c2=O)c([H])c1[H],True
348,0,0,348:0:0,-7.35074,[H]c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c(OC(=O)c2nc3nc(C([H])([H])[H])c([H])c(C([H])([H])[H])n3n2)c1C([H])([H])[H],True
349,0,0,349:0:0,-6.63579,[H]c1c([N-]S(=O)(=O)c2c(C([H])([H])[H])c(C([H])([H])[H])c(C([H])([H])[H])c(C([H])([H])[H])c2C([H])([H])[H])noc1C([H])([H])[H],True
350,0,0,350:0:0,-6.90076,[H]c1nc(Cl)c(C(=O)N([H])c2sc3c(c2C(=O)OC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])c([H])c1[H],True
351,1,0,351:1:0,-7.34388,[H]C1=Nc2c([H])c([H])c([H])c([H])c2C1=C([H])c1sc(=O)n(-c2c([H])c([H])c([H])c(C([H])([H])[H])c2[H])c1[O-],True
352,0,0,352:0:0,-8.8735,[H]c1nc(N([H])c2nc(-c3c([H])c([H])c([H])c([H])c3[H])c3c([H])c(F)c([H])c([H])c3n2)nc([H])c1[H],True
353,0,0,353:0:0,-7.71549,[H]c1c([H])c(S(=O)(=O)[N-]c2c([H])c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])c(Cl)c([H])c1C#N,True
354,1,0,354:1:0,-8.07465,[H]C(=NN([H])c1nnc2c(n1)c1c([H])c([H])c([H])c([H])c1c1c([H])c([H])c([H])c([H])c21)c1oc([H])c([H])c1[H],True
355,0,0,355:0:0,-8.01659,[H]c1c([H])c(F)c([H])c(-c2nnn(C([H])([H])c3nc(C([H])([H])[H])c4c([H])c([H])c([H])c([H])c4n3)n2)c1[H],True
356,0,0,356:0:0,-7.35492,[H]c1c([H])c([H])c(N([H])c2nnc(SC3([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C3([H])[H])s2)c(F)c1[H],True
358,0,0,358:0:0,-7.8394,[H]C(=C(C([H])([H])[H])C([H])([H])[H])c1c(C(=O)[O-])nnn1-c1c([H])c(Cl)c([H])c([H])c1Cl,True
360,0,0,360:0:0,-8.03306,[H]c1nc(N(C([H])([H])[H])C([H])(c2oc3c([H])c([H])c([H])c([H])c3c2[H])C([H])([H])[H])c2c([H])c([H])sc2n1,True
361,0,0,361:0:0,-6.31525,[H]c1c([H])c([H])c2c(OC([H])(C(=O)N3C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])[H])c([H])c([H])c([H])c2c1[H],True
362,0,0,362:0:0,-7.44624,[H]c1c([H])c([H])c2c(nc(Sc3nnc(C([H])([H])[H])c4c([H])c([H])c([H])c([H])c34)n2C([H])([H])C([H])([H])[H])c1[H],True
363,0,0,363:0:0,-7.93867,[H]c1sc(C([H])([H])[H])nc1C([H])([H])Sc1nc2c([H])c(Cl)c([H])c([H])c2s1,True
364,0,0,364:0:0,-6.88835,[H]c1c(C([H])([H])[H])nc(Sc2nc(C([H])([H])[H])c([H])c(C([H])([H])[H])c2C#N)nc1C(F)(F)F,True
365,0,0,365:0:0,-8.72597,[H]c1c(C([H])([H])[H])nc2nc(C(F)(F)F)nn2c1N(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])[H],True
366,0,0,366:0:0,-7.99401,[H]c1c([H])c(OC([H])([H])[H])c([H])c(N2C(=S)N([H])C([H])([H])N(C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C2([H])[H])c1[H],True
367,0,0,367:0:0,-7.36597,[H]c1c(C(=O)OC([H])([H])C([H])([H])[H])nn2c(Cl)c(Cl)c(Cl)c(Cl)c12,True
368,0,0,368:0:0,-5.62894,[H]c1c(C([H])([H])[H])c([H])c2c(=O)c3c([H])c(C(=O)OC([H])(C([H])([H])[H])C([H])([H])[H])c(C([H])([H])[H])nc3oc2c1C([H])([H])[H],True
369,0,0,369:0:0,-8.97346,[H]c1c([H])c2c(c([H])c1Cl)C([H])([H])C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])n1c(=O)oc2c([H])c([H])c([H])c([H])c21,True
370,0,0,370:0:0,-8.16646,[H]c1c(OC([H])([H])[H])c(OC([H])([H])[H])c([H])c2c1c(N1C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C1([H])[H])nc(Cl)[n+]2[H],True
371,0,0,371:0:0,-7.54537,[H]c1c([H])c([H])c(-n2nnnc2Oc2c([H])c(Cl)c([H])c([H])c2Cl)c([H])c1[H],True
372,0,0,372:0:0,-8.24838,[H]c1nc([H])c([H])c(C2([H])N(C(=O)c3sc4c(c3[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])C([H])([H])C([H])([H])C2([H])[H])c1[H],True
374,0,0,374:0:0,-6.39399,[H]C([H])([H])c1nc(C2([H])C([H])([H])C2([H])[H])nc2sc(C(=O)N(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])c(C([H])([H])[H])c12,True
376,0,0,376:0:0,-8.46058,[H]C(=C([H])[N+](=O)[O-])c1c([H])c(C([H])([H])[H])n(-c2c([H])c([H])c(Cl)c(Cl)c2[H])c1C([H])([H])[H],True
377,0,0,377:0:0,-8.57746,[H]c1c([H])c([H])c2c([H])c(-c3nn4c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])nnc4s3)c([H])c([H])c2c1[H],True
